COUNTRY,Country,SERIES,Series,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australia,CNPNCU,2018 constant prices and NCU,2004,2004,AUD,Australian Dollar,0,Units,2018,2018,74018.85396,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2005,2005,AUD,Australian Dollar,0,Units,2018,2018,74975.64738,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2006,2006,AUD,Australian Dollar,0,Units,2018,2018,75460.54604,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2007,2007,AUD,Australian Dollar,0,Units,2018,2018,77542.89774,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2008,2008,AUD,Australian Dollar,0,Units,2018,2018,78168.25747,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2009,2009,AUD,Australian Dollar,0,Units,2018,2018,77459.52226,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2010,2010,AUD,Australian Dollar,0,Units,2018,2018,80130.83228,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2011,2011,AUD,Australian Dollar,0,Units,2018,2018,82665.42084,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2012,2012,AUD,Australian Dollar,0,Units,2018,2018,83156.78341,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2013,2013,AUD,Australian Dollar,0,Units,2018,2018,82775.28982,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2014,2014,AUD,Australian Dollar,0,Units,2018,2018,83410.68469,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2015,2015,AUD,Australian Dollar,0,Units,2018,2018,82727.51648,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2016,2016,AUD,Australian Dollar,0,Units,2018,2018,82766.36222,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2017,2017,AUD,Australian Dollar,0,Units,2018,2018,82054.33188,,
AUS,Australia,CNPNCU,2018 constant prices and NCU,2018,2018,AUD,Australian Dollar,0,Units,2018,2018,81812.23272,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2000,2000,EUR,Euro,0,Units,2018,2018,39224.57508,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2001,2001,EUR,Euro,0,Units,2018,2018,39125.69217,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2002,2002,EUR,Euro,0,Units,2018,2018,39696.25534,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2003,2003,EUR,Euro,0,Units,2018,2018,39811.94815,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2004,2004,EUR,Euro,0,Units,2018,2018,40559.09034,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2005,2005,EUR,Euro,0,Units,2018,2018,40773.96813,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2006,2006,EUR,Euro,0,Units,2018,2018,41368.78558,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2007,2007,EUR,Euro,0,Units,2018,2018,41567.85961,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2008,2008,EUR,Euro,0,Units,2018,2018,42306.83361,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2009,2009,EUR,Euro,0,Units,2018,2018,42992.87645,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2010,2010,EUR,Euro,0,Units,2018,2018,42808.74462,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2011,2011,EUR,Euro,0,Units,2018,2018,42366.27335,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2012,2012,EUR,Euro,0,Units,2018,2018,42585.20152,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2013,2013,EUR,Euro,0,Units,2018,2018,42637.65043,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2014,2014,EUR,Euro,0,Units,2018,2018,42796.89596,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2015,2015,EUR,Euro,0,Units,2018,2018,43045.52977,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2016,2016,EUR,Euro,0,Units,2018,2018,43500.31426,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2017,2017,EUR,Euro,0,Units,2018,2018,43453.63758,,
AUT,Austria,CNPNCU,2018 constant prices and NCU,2018,2018,EUR,Euro,0,Units,2018,2018,43468.03531,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2000,2000,EUR,Euro,0,Units,2018,2018,43119.42058,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2001,2001,EUR,Euro,0,Units,2018,2018,43363.85676,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2002,2002,EUR,Euro,0,Units,2018,2018,44111.49121,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2003,2003,EUR,Euro,0,Units,2018,2018,44297.69943,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2004,2004,EUR,Euro,0,Units,2018,2018,44103.60023,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2005,2005,EUR,Euro,0,Units,2018,2018,43824.46854,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2006,2006,EUR,Euro,0,Units,2018,2018,44002.59613,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2007,2007,EUR,Euro,0,Units,2018,2018,43794.60621,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2008,2008,EUR,Euro,0,Units,2018,2018,43924.17002,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2009,2009,EUR,Euro,0,Units,2018,2018,44300.23802,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2010,2010,EUR,Euro,0,Units,2018,2018,44051.86005,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2011,2011,EUR,Euro,0,Units,2018,2018,44339.74302,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2012,2012,EUR,Euro,0,Units,2018,2018,44639.03999,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2013,2013,EUR,Euro,0,Units,2018,2018,45220.0744,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2014,2014,EUR,Euro,0,Units,2018,2018,45473.57417,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2015,2015,EUR,Euro,0,Units,2018,2018,45132.20976,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2016,2016,EUR,Euro,0,Units,2018,2018,44986.39271,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2017,2017,EUR,Euro,0,Units,2018,2018,44799.68562,,
BEL,Belgium,CNPNCU,2018 constant prices and NCU,2018,2018,EUR,Euro,0,Units,2018,2018,45097.14505,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2000,2000,CAD,Canadian Dollar,0,Units,2018,2018,53170.71574,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2001,2001,CAD,Canadian Dollar,0,Units,2018,2018,52952.04656,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2002,2002,CAD,Canadian Dollar,0,Units,2018,2018,52387.61139,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2003,2003,CAD,Canadian Dollar,0,Units,2018,2018,52389.91211,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2004,2004,CAD,Canadian Dollar,0,Units,2018,2018,53802.51397,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2005,2005,CAD,Canadian Dollar,0,Units,2018,2018,56122.43148,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2006,2006,CAD,Canadian Dollar,0,Units,2018,2018,57933.74837,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2007,2007,CAD,Canadian Dollar,0,Units,2018,2018,59366.17697,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2008,2008,CAD,Canadian Dollar,0,Units,2018,2018,60502.63383,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2009,2009,CAD,Canadian Dollar,0,Units,2018,2018,61175.99425,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2010,2010,CAD,Canadian Dollar,0,Units,2018,2018,61437.28382,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2011,2011,CAD,Canadian Dollar,0,Units,2018,2018,62383.5569,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2012,2012,CAD,Canadian Dollar,0,Units,2018,2018,63831.13806,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2013,2013,CAD,Canadian Dollar,0,Units,2018,2018,65068.00808,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2014,2014,CAD,Canadian Dollar,0,Units,2018,2018,65778.11367,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2015,2015,CAD,Canadian Dollar,0,Units,2018,2018,66131.56038,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2016,2016,CAD,Canadian Dollar,0,Units,2018,2018,64530.3193,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2017,2017,CAD,Canadian Dollar,0,Units,2018,2018,65142.93289,,
CAN,Canada,CNPNCU,2018 constant prices and NCU,2018,2018,CAD,Canadian Dollar,0,Units,2018,2018,65954.98199,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2000,2000,CZK,Czech Koruna,0,Units,2018,2018,228712.9824,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2001,2001,CZK,Czech Koruna,0,Units,2018,2018,240209.5308,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2002,2002,CZK,Czech Koruna,0,Units,2018,2018,254744.5334,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2003,2003,CZK,Czech Koruna,0,Units,2018,2018,273990.116,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2004,2004,CZK,Czech Koruna,0,Units,2018,2018,287489.363,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2005,2005,CZK,Czech Koruna,0,Units,2018,2018,296143.5426,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2006,2006,CZK,Czech Koruna,0,Units,2018,2018,307967.3068,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2007,2007,CZK,Czech Koruna,0,Units,2018,2018,317252.473,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2008,2008,CZK,Czech Koruna,0,Units,2018,2018,317403.5408,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2009,2009,CZK,Czech Koruna,0,Units,2018,2018,316677.0246,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2010,2010,CZK,Czech Koruna,0,Units,2018,2018,324785.2813,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2011,2011,CZK,Czech Koruna,0,Units,2018,2018,327014.7625,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2012,2012,CZK,Czech Koruna,0,Units,2018,2018,326840.025,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2013,2013,CZK,Czech Koruna,0,Units,2018,2018,323392.5006,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2014,2014,CZK,Czech Koruna,0,Units,2018,2018,330161.0066,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2015,2015,CZK,Czech Koruna,0,Units,2018,2018,339199.8661,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2016,2016,CZK,Czech Koruna,0,Units,2018,2018,350742.5322,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2017,2017,CZK,Czech Koruna,0,Units,2018,2018,365263.8321,,
CZE,Czech Republic,CNPNCU,2018 constant prices and NCU,2018,2018,CZK,Czech Koruna,0,Units,2018,2018,381648.1395,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2000,2000,DKK,Danish Krone,0,Units,2018,2018,353366.7849,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2001,2001,DKK,Danish Krone,0,Units,2018,2018,355720.6976,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2002,2002,DKK,Danish Krone,0,Units,2018,2018,363903.5934,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2003,2003,DKK,Danish Krone,0,Units,2018,2018,372986.1732,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2004,2004,DKK,Danish Krone,0,Units,2018,2018,381346.6847,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2005,2005,DKK,Danish Krone,0,Units,2018,2018,387810.3801,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2006,2006,DKK,Danish Krone,0,Units,2018,2018,394413.2602,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2007,2007,DKK,Danish Krone,0,Units,2018,2018,398711.9889,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2008,2008,DKK,Danish Krone,0,Units,2018,2018,404109.2734,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2009,2009,DKK,Danish Krone,0,Units,2018,2018,413906.9229,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2010,2010,DKK,Danish Krone,0,Units,2018,2018,418675.6169,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2011,2011,DKK,Danish Krone,0,Units,2018,2018,416507.9099,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2012,2012,DKK,Danish Krone,0,Units,2018,2018,415945.9095,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2013,2013,DKK,Danish Krone,0,Units,2018,2018,418650.366,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2014,2014,DKK,Danish Krone,0,Units,2018,2018,426661.4881,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2015,2015,DKK,Danish Krone,0,Units,2018,2018,434160.7412,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2016,2016,DKK,Danish Krone,0,Units,2018,2018,440853.4511,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2017,2017,DKK,Danish Krone,0,Units,2018,2018,438371.3593,,
DNK,Denmark,CNPNCU,2018 constant prices and NCU,2018,2018,DKK,Danish Krone,0,Units,2018,2018,442623.8038,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2000,2000,EUR,Euro,0,Units,2018,2018,35522.73617,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2001,2001,EUR,Euro,0,Units,2018,2018,35717.65518,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2002,2002,EUR,Euro,0,Units,2018,2018,35920.18809,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2003,2003,EUR,Euro,0,Units,2018,2018,36612.0229,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2004,2004,EUR,Euro,0,Units,2018,2018,37836.26465,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2005,2005,EUR,Euro,0,Units,2018,2018,38707.918,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2006,2006,EUR,Euro,0,Units,2018,2018,39608.29937,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2007,2007,EUR,Euro,0,Units,2018,2018,40211.79,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2008,2008,EUR,Euro,0,Units,2018,2018,40601.34768,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2009,2009,EUR,Euro,0,Units,2018,2018,40928.95281,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2010,2010,EUR,Euro,0,Units,2018,2018,41572.03941,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2011,2011,EUR,Euro,0,Units,2018,2018,41715.05527,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2012,2012,EUR,Euro,0,Units,2018,2018,41743.90862,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2013,2013,EUR,Euro,0,Units,2018,2018,41295.20814,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2014,2014,EUR,Euro,0,Units,2018,2018,41279.764,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2015,2015,EUR,Euro,0,Units,2018,2018,41650.45028,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2016,2016,EUR,Euro,0,Units,2018,2018,41986.24059,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2017,2017,EUR,Euro,0,Units,2018,2018,41826.71136,,
FIN,Finland,CNPNCU,2018 constant prices and NCU,2018,2018,EUR,Euro,0,Units,2018,2018,42122.28467,,
FRA,France,CNPNCU,2018 constant prices and NCU,2000,2000,EUR,Euro,0,Units,2018,2018,31936.61171,,
FRA,France,CNPNCU,2018 constant prices and NCU,2001,2001,EUR,Euro,0,Units,2018,2018,32139.14622,,
FRA,France,CNPNCU,2018 constant prices and NCU,2002,2002,EUR,Euro,0,Units,2018,2018,33007.14184,,
FRA,France,CNPNCU,2018 constant prices and NCU,2003,2003,EUR,Euro,0,Units,2018,2018,33274.65604,,
FRA,France,CNPNCU,2018 constant prices and NCU,2004,2004,EUR,Euro,0,Units,2018,2018,33820.05347,,
FRA,France,CNPNCU,2018 constant prices and NCU,2005,2005,EUR,Euro,0,Units,2018,2018,34230.38154,,
FRA,France,CNPNCU,2018 constant prices and NCU,2006,2006,EUR,Euro,0,Units,2018,2018,34612.7504,,
FRA,France,CNPNCU,2018 constant prices and NCU,2007,2007,EUR,Euro,0,Units,2018,2018,34741.92544,,
FRA,France,CNPNCU,2018 constant prices and NCU,2008,2008,EUR,Euro,0,Units,2018,2018,34674.46181,,
FRA,France,CNPNCU,2018 constant prices and NCU,2009,2009,EUR,Euro,0,Units,2018,2018,35776.68943,,
FRA,France,CNPNCU,2018 constant prices and NCU,2010,2010,EUR,Euro,0,Units,2018,2018,36504.14662,,
FRA,France,CNPNCU,2018 constant prices and NCU,2011,2011,EUR,Euro,0,Units,2018,2018,36448.1587,,
FRA,France,CNPNCU,2018 constant prices and NCU,2012,2012,EUR,Euro,0,Units,2018,2018,36692.52455,,
FRA,France,CNPNCU,2018 constant prices and NCU,2013,2013,EUR,Euro,0,Units,2018,2018,37000.6356,,
FRA,France,CNPNCU,2018 constant prices and NCU,2014,2014,EUR,Euro,0,Units,2018,2018,37255.52518,,
FRA,France,CNPNCU,2018 constant prices and NCU,2015,2015,EUR,Euro,0,Units,2018,2018,37619.23945,,
FRA,France,CNPNCU,2018 constant prices and NCU,2016,2016,EUR,Euro,0,Units,2018,2018,38039.54542,,
FRA,France,CNPNCU,2018 constant prices and NCU,2017,2017,EUR,Euro,0,Units,2018,2018,38253.5411,,
FRA,France,CNPNCU,2018 constant prices and NCU,2018,2018,EUR,Euro,0,Units,2018,2018,38288.90735,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2000,2000,EUR,Euro,0,Units,2018,2018,35236.68564,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2001,2001,EUR,Euro,0,Units,2018,2018,35588.13122,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2002,2002,EUR,Euro,0,Units,2018,2018,35774.42596,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2003,2003,EUR,Euro,0,Units,2018,2018,35727.69786,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2004,2004,EUR,Euro,0,Units,2018,2018,35725.8422,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2005,2005,EUR,Euro,0,Units,2018,2018,35663.17807,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2006,2006,EUR,Euro,0,Units,2018,2018,35692.43873,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2007,2007,EUR,Euro,0,Units,2018,2018,35631.74669,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2008,2008,EUR,Euro,0,Units,2018,2018,35857.15395,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2009,2009,EUR,Euro,0,Units,2018,2018,35999.08888,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2010,2010,EUR,Euro,0,Units,2018,2018,36159.82039,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2011,2011,EUR,Euro,0,Units,2018,2018,36776.59582,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2012,2012,EUR,Euro,0,Units,2018,2018,37196.13587,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2013,2013,EUR,Euro,0,Units,2018,2018,37645.1785,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2014,2014,EUR,Euro,0,Units,2018,2018,38241.35704,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2015,2015,EUR,Euro,0,Units,2018,2018,39074.79769,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2016,2016,EUR,Euro,0,Units,2018,2018,39623.92789,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2017,2017,EUR,Euro,0,Units,2018,2018,39991.17338,,
DEU,Germany,CNPNCU,2018 constant prices and NCU,2018,2018,EUR,Euro,0,Units,2018,2018,40521.64353,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2000,2000,EUR,Euro,0,Units,2018,2018,17996.33468,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2001,2001,EUR,Euro,0,Units,2018,2018,18360.3072,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2002,2002,EUR,Euro,0,Units,2018,2018,20062.32485,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2003,2003,EUR,Euro,0,Units,2018,2018,20935.95923,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2004,2004,EUR,Euro,0,Units,2018,2018,21311.56088,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2005,2005,EUR,Euro,0,Units,2018,2018,21246.65116,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2006,2006,EUR,Euro,0,Units,2018,2018,21501.34133,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2007,2007,EUR,Euro,0,Units,2018,2018,21496.40194,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2008,2008,EUR,Euro,0,Units,2018,2018,21172.54001,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2009,2009,EUR,Euro,0,Units,2018,2018,22167.52582,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2010,2010,EUR,Euro,0,Units,2018,2018,20689.05845,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2011,2011,EUR,Euro,0,Units,2018,2018,19333.36333,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2012,2012,EUR,Euro,0,Units,2018,2018,18455.34502,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2013,2013,EUR,Euro,0,Units,2018,2018,17261.48589,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2014,2014,EUR,Euro,0,Units,2018,2018,17598.63369,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2015,2015,EUR,Euro,0,Units,2018,2018,17455.38221,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2016,2016,EUR,Euro,0,Units,2018,2018,17403.52882,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2017,2017,EUR,Euro,0,Units,2018,2018,17390.54035,,
GRC,Greece,CNPNCU,2018 constant prices and NCU,2018,2018,EUR,Euro,0,Units,2018,2018,17511.77518,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2000,2000,HUF,Forint,0,Units,2018,2018,2497953.807,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2001,2001,HUF,Forint,0,Units,2018,2018,2678591.908,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2002,2002,HUF,Forint,0,Units,2018,2018,2811567.418,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2003,2003,HUF,Forint,0,Units,2018,2018,3074330.16,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2004,2004,HUF,Forint,0,Units,2018,2018,3261624.876,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2005,2005,HUF,Forint,0,Units,2018,2018,3393010.25,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2006,2006,HUF,Forint,0,Units,2018,2018,3458752.492,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2007,2007,HUF,Forint,0,Units,2018,2018,3407108.408,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2008,2008,HUF,Forint,0,Units,2018,2018,3445570.955,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2009,2009,HUF,Forint,0,Units,2018,2018,3315977.54,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2010,2010,HUF,Forint,0,Units,2018,2018,3355290.08,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2011,2011,HUF,Forint,0,Units,2018,2018,3353185.72,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2012,2012,HUF,Forint,0,Units,2018,2018,3236473.245,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2013,2013,HUF,Forint,0,Units,2018,2018,3242863.246,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2014,2014,HUF,Forint,0,Units,2018,2018,3213996.352,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2015,2015,HUF,Forint,0,Units,2018,2018,3127496.569,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2016,2016,HUF,Forint,0,Units,2018,2018,3271439.305,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2017,2017,HUF,Forint,0,Units,2018,2018,3491079.605,,
HUN,Hungary,CNPNCU,2018 constant prices and NCU,2018,2018,HUF,Forint,0,Units,2018,2018,3795606.027,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2000,2000,EUR,Euro,0,Units,2018,2018,36400.76222,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2001,2001,EUR,Euro,0,Units,2018,2018,37622.88707,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2002,2002,EUR,Euro,0,Units,2018,2018,37811.35444,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2003,2003,EUR,Euro,0,Units,2018,2018,38774.56546,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2004,2004,EUR,Euro,0,Units,2018,2018,39836.23987,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2005,2005,EUR,Euro,0,Units,2018,2018,41492.09464,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2006,2006,EUR,Euro,0,Units,2018,2018,41950.00123,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2007,2007,EUR,Euro,0,Units,2018,2018,43164.65338,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2008,2008,EUR,Euro,0,Units,2018,2018,44563.75146,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2009,2009,EUR,Euro,0,Units,2018,2018,47811.68584,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2010,2010,EUR,Euro,0,Units,2018,2018,48345.5265,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2011,2011,EUR,Euro,0,Units,2018,2018,48411.99087,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2012,2012,EUR,Euro,0,Units,2018,2018,47805.10896,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2013,2013,EUR,Euro,0,Units,2018,2018,46386.84889,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2014,2014,EUR,Euro,0,Units,2018,2018,45979.75996,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2015,2015,EUR,Euro,0,Units,2018,2018,46903.25872,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2016,2016,EUR,Euro,0,Units,2018,2018,47363.99081,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2017,2017,EUR,Euro,0,Units,2018,2018,46960.68546,,
IRL,Ireland,CNPNCU,2018 constant prices and NCU,2018,2018,EUR,Euro,0,Units,2018,2018,47605.06464,,
ITA,Italy,CNPNCU,2018 constant prices and NCU,2000,2000,EUR,Euro,0,Units,2018,2018,29125.14907,,
