COUNTRY,Country,SERIES,Series,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australia,CPNCU,Current prices in NCU,2000,2000,AUD,Australian Dollar,0,Units,,,46286.1111,,
AUS,Australia,CPNCU,Current prices in NCU,2001,2001,AUD,Australian Dollar,0,Units,,,48366.6285,,
AUS,Australia,CPNCU,Current prices in NCU,2002,2002,AUD,Australian Dollar,0,Units,,,50109.13756,,
AUS,Australia,CPNCU,Current prices in NCU,2003,2003,AUD,Australian Dollar,0,Units,,,51867.99994,,
AUS,Australia,CPNCU,Current prices in NCU,2004,2004,AUD,Australian Dollar,0,Units,,,54283.66978,,
AUS,Australia,CPNCU,Current prices in NCU,2005,2005,AUD,Australian Dollar,0,Units,,,56174.40486,,
AUS,Australia,CPNCU,Current prices in NCU,2006,2006,AUD,Australian Dollar,0,Units,,,58577.02918,,
AUS,Australia,CPNCU,Current prices in NCU,2007,2007,AUD,Australian Dollar,0,Units,,,62067.95557,,
AUS,Australia,CPNCU,Current prices in NCU,2008,2008,AUD,Australian Dollar,0,Units,,,64554.53519,,
AUS,Australia,CPNCU,Current prices in NCU,2009,2009,AUD,Australian Dollar,0,Units,,,65621.76471,,
AUS,Australia,CPNCU,Current prices in NCU,2010,2010,AUD,Australian Dollar,0,Units,,,69386.49673,,
AUS,Australia,CPNCU,Current prices in NCU,2011,2011,AUD,Australian Dollar,0,Units,,,73301.50676,,
AUS,Australia,CPNCU,Current prices in NCU,2012,2012,AUD,Australian Dollar,0,Units,,,75509.6805,,
AUS,Australia,CPNCU,Current prices in NCU,2013,2013,AUD,Australian Dollar,0,Units,,,76975.38462,,
AUS,Australia,CPNCU,Current prices in NCU,2014,2014,AUD,Australian Dollar,0,Units,,,79083.95636,,
AUS,Australia,CPNCU,Current prices in NCU,2015,2015,AUD,Australian Dollar,0,Units,,,79613.79924,,
AUS,Australia,CPNCU,Current prices in NCU,2016,2016,AUD,Australian Dollar,0,Units,,,80403.13461,,
AUS,Australia,CPNCU,Current prices in NCU,2017,2017,AUD,Australian Dollar,0,Units,,,80741.69488,,
AUS,Australia,CPNCU,Current prices in NCU,2018,2018,AUD,Australian Dollar,0,Units,,,81812.23272,,
AUT,Austria,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,27948.29476,,
AUT,Austria,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,28527.29757,,
AUT,Austria,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,29263.04604,,
AUT,Austria,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,29796.3044,,
AUT,Austria,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,30887.48594,,
AUT,Austria,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,31800.99256,,
AUT,Austria,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,32930.81814,,
AUT,Austria,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,33910.13362,,
AUT,Austria,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,35238.654,,
AUT,Austria,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,35979.07254,,
AUT,Austria,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,36433.88824,,
AUT,Austria,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,37173.23275,,
AUT,Austria,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,38270.30447,,
AUT,Austria,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,39127.7159,,
AUT,Austria,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,40067.80227,,
AUT,Austria,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,40931.75961,,
AUT,Austria,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,41920.07163,,
AUT,Austria,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,42588.06771,,
AUT,Austria,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,43468.03531,,
BEL,Belgium,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,31118.30263,,
BEL,Belgium,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,31934.11471,,
BEL,Belgium,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,32934.43046,,
BEL,Belgium,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,33594.89405,,
BEL,Belgium,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,34254.92645,,
BEL,Belgium,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,34957.49778,,
BEL,Belgium,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,36189.84805,,
BEL,Belgium,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,37060.64724,,
BEL,Belgium,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,38353.78673,,
BEL,Belgium,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,38524.78411,,
BEL,Belgium,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,38973.42966,,
BEL,Belgium,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,40408.02404,,
BEL,Belgium,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,41498.98242,,
BEL,Belgium,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,42391.77446,,
BEL,Belgium,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,42845.12638,,
BEL,Belgium,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,42806.93497,,
BEL,Belgium,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,43413.4215,,
BEL,Belgium,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,44028.61856,,
BEL,Belgium,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,45097.14505,,
CAN,Canada,CPNCU,Current prices in NCU,2000,2000,CAD,Canadian Dollar,0,Units,,,40985.37337,,
CAN,Canada,CPNCU,Current prices in NCU,2001,2001,CAD,Canadian Dollar,0,Units,,,41667.23856,,
CAN,Canada,CPNCU,Current prices in NCU,2002,2002,CAD,Canadian Dollar,0,Units,,,42029.14369,,
CAN,Canada,CPNCU,Current prices in NCU,2003,2003,CAD,Canadian Dollar,0,Units,,,42745.34838,,
CAN,Canada,CPNCU,Current prices in NCU,2004,2004,CAD,Canadian Dollar,0,Units,,,44565.57791,,
CAN,Canada,CPNCU,Current prices in NCU,2005,2005,CAD,Canadian Dollar,0,Units,,,47250.4833,,
CAN,Canada,CPNCU,Current prices in NCU,2006,2006,CAD,Canadian Dollar,0,Units,,,49387.02075,,
CAN,Canada,CPNCU,Current prices in NCU,2007,2007,CAD,Canadian Dollar,0,Units,,,51387.36202,,
CAN,Canada,CPNCU,Current prices in NCU,2008,2008,CAD,Canadian Dollar,0,Units,,,53147.50359,,
CAN,Canada,CPNCU,Current prices in NCU,2009,2009,CAD,Canadian Dollar,0,Units,,,53823.59915,,
CAN,Canada,CPNCU,Current prices in NCU,2010,2010,CAD,Canadian Dollar,0,Units,,,54788.25324,,
CAN,Canada,CPNCU,Current prices in NCU,2011,2011,CAD,Canadian Dollar,0,Units,,,56808.85734,,
CAN,Canada,CPNCU,Current prices in NCU,2012,2012,CAD,Canadian Dollar,0,Units,,,58881.32648,,
CAN,Canada,CPNCU,Current prices in NCU,2013,2013,CAD,Canadian Dollar,0,Units,,,60821.03168,,
CAN,Canada,CPNCU,Current prices in NCU,2014,2014,CAD,Canadian Dollar,0,Units,,,62667.21542,,
CAN,Canada,CPNCU,Current prices in NCU,2015,2015,CAD,Canadian Dollar,0,Units,,,63642.48212,,
CAN,Canada,CPNCU,Current prices in NCU,2016,2016,CAD,Canadian Dollar,0,Units,,,62692.01908,,
CAN,Canada,CPNCU,Current prices in NCU,2017,2017,CAD,Canadian Dollar,0,Units,,,64047.79085,,
CAN,Canada,CPNCU,Current prices in NCU,2018,2018,CAD,Canadian Dollar,0,Units,,,65954.98199,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2000,2000,CZK,Czech Koruna,0,Units,,,168682.7796,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2001,2001,CZK,Czech Koruna,0,Units,,,183378.9068,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2002,2002,CZK,Czech Koruna,0,Units,,,197166.2549,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2003,2003,CZK,Czech Koruna,0,Units,,,212259.8654,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2004,2004,CZK,Czech Koruna,0,Units,,,229588.6936,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2005,2005,CZK,Czech Koruna,0,Units,,,239061.1572,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2006,2006,CZK,Czech Koruna,0,Units,,,253033.9489,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2007,2007,CZK,Czech Koruna,0,Units,,,268189.69,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2008,2008,CZK,Czech Koruna,0,Units,,,281045.0375,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2009,2009,CZK,Czech Koruna,0,Units,,,282841.2159,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2010,2010,CZK,Czech Koruna,0,Units,,,291436.3395,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2011,2011,CZK,Czech Koruna,0,Units,,,298542.902,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2012,2012,CZK,Czech Koruna,0,Units,,,304941.3199,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2013,2013,CZK,Czech Koruna,0,Units,,,304278.0269,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2014,2014,CZK,Czech Koruna,0,Units,,,312493.4004,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2015,2015,CZK,Czech Koruna,0,Units,,,321338.2249,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2016,2016,CZK,Czech Koruna,0,Units,,,334087.8977,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2017,2017,CZK,Czech Koruna,0,Units,,,356164.5601,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2018,2018,CZK,Czech Koruna,0,Units,,,381648.1395,,
DNK,Denmark,CPNCU,Current prices in NCU,2000,2000,DKK,Danish Krone,0,Units,,,267894.1381,,
DNK,Denmark,CPNCU,Current prices in NCU,2001,2001,DKK,Danish Krone,0,Units,,,276014.9818,,
DNK,Denmark,CPNCU,Current prices in NCU,2002,2002,DKK,Danish Krone,0,Units,,,287590.1157,,
DNK,Denmark,CPNCU,Current prices in NCU,2003,2003,DKK,Danish Krone,0,Units,,,298302.1545,,
DNK,Denmark,CPNCU,Current prices in NCU,2004,2004,DKK,Danish Krone,0,Units,,,308598.0826,,
DNK,Denmark,CPNCU,Current prices in NCU,2005,2005,DKK,Danish Krone,0,Units,,,319141.5521,,
DNK,Denmark,CPNCU,Current prices in NCU,2006,2006,DKK,Danish Krone,0,Units,,,331722.4723,,
DNK,Denmark,CPNCU,Current prices in NCU,2007,2007,DKK,Danish Krone,0,Units,,,341182.5699,,
DNK,Denmark,CPNCU,Current prices in NCU,2008,2008,DKK,Danish Krone,0,Units,,,355791.2091,,
DNK,Denmark,CPNCU,Current prices in NCU,2009,2009,DKK,Danish Krone,0,Units,,,369032.7412,,
DNK,Denmark,CPNCU,Current prices in NCU,2010,2010,DKK,Danish Krone,0,Units,,,382509.6132,,
DNK,Denmark,CPNCU,Current prices in NCU,2011,2011,DKK,Danish Krone,0,Units,,,389462.7238,,
DNK,Denmark,CPNCU,Current prices in NCU,2012,2012,DKK,Danish Krone,0,Units,,,398105.3761,,
DNK,Denmark,CPNCU,Current prices in NCU,2013,2013,DKK,Danish Krone,0,Units,,,403942.344,,
DNK,Denmark,CPNCU,Current prices in NCU,2014,2014,DKK,Danish Krone,0,Units,,,414156.2482,,
DNK,Denmark,CPNCU,Current prices in NCU,2015,2015,DKK,Danish Krone,0,Units,,,423072.7244,,
DNK,Denmark,CPNCU,Current prices in NCU,2016,2016,DKK,Danish Krone,0,Units,,,431642.5906,,
DNK,Denmark,CPNCU,Current prices in NCU,2017,2017,DKK,Danish Krone,0,Units,,,434495.9027,,
DNK,Denmark,CPNCU,Current prices in NCU,2018,2018,DKK,Danish Krone,0,Units,,,442623.8038,,
FIN,Finland,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,26639.5622,,
FIN,Finland,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,27490.03857,,
FIN,Finland,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,28100.18131,,
FIN,Finland,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,28924.65757,,
FIN,Finland,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,29988.90965,,
FIN,Finland,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,30993.62411,,
FIN,Finland,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,32131.13043,,
FIN,Finland,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,33241.34623,,
FIN,Finland,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,34688.76463,,
FIN,Finland,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,35609.67823,,
FIN,Finland,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,36693.04225,,
FIN,Finland,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,38005.38078,,
FIN,Finland,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,39099.89731,,
FIN,Finland,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,39628.54237,,
FIN,Finland,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,40147.57596,,
FIN,Finland,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,40694.04213,,
FIN,Finland,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,41188.06369,,
FIN,Finland,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,41285.46174,,
FIN,Finland,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,42122.28467,,
FRA,France,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,25609.2862,,
FRA,France,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,26280.03099,,
FRA,France,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,27217.29633,,
FRA,France,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,27906.41172,,
FRA,France,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,28968.4763,,
FRA,France,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,29853.47891,,
FRA,France,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,30841.99805,,
FRA,France,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,31613.0286,,
FRA,France,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,32420.19431,,
FRA,France,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,32956.7843,,
FRA,France,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,33992.96407,,
FRA,France,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,34562.42319,,
FRA,France,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,35290.40447,,
FRA,France,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,35834.55795,,
FRA,France,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,36123.8241,,
FRA,France,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,36580.05347,,
FRA,France,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,36946.37189,,
FRA,France,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,37631.01694,,
FRA,France,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,38288.90735,,
DEU,Germany,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,27990.27176,,
DEU,Germany,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,28762.34575,,
DEU,Germany,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,29282.8614,,
DEU,Germany,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,29775.03077,,
DEU,Germany,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,30061.83443,,
DEU,Germany,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,30469.90151,,
DEU,Germany,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,30820.23303,,
DEU,Germany,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,31269.26953,,
DEU,Germany,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,31997.51281,,
DEU,Germany,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,31992.1761,,
DEU,Germany,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,32767.42667,,
DEU,Germany,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,34005.70403,,
DEU,Germany,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,34898.8747,,
DEU,Germany,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,35686.71169,,
DEU,Germany,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,36583.51752,,
DEU,Germany,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,37611.29376,,
DEU,Germany,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,38392.66321,,
DEU,Germany,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,39365.98066,,
DEU,Germany,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,40521.64353,,
GRC,Greece,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,13901.61913,,
GRC,Greece,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,14597.85553,,
GRC,Greece,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,16275.0013,,
GRC,Greece,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,17418.56723,,
GRC,Greece,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,18324.95112,,
GRC,Greece,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,18804.90063,,
GRC,Greece,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,19644.29669,,
GRC,Greece,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,20363.93214,,
GRC,Greece,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,20916.66821,,
GRC,Greece,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,22113.19628,,
GRC,Greece,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,21382.41565,,
GRC,Greece,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,20440.38213,,
GRC,Greece,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,19599.79962,,
GRC,Greece,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,18002.4075,,
GRC,Greece,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,17872.87254,,
GRC,Greece,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,17439.62027,,
GRC,Greece,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,17261.91767,,
GRC,Greece,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,17334.37872,,
GRC,Greece,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,17511.77518,,
HUN,Hungary,CPNCU,Current prices in NCU,2000,2000,HUF,Forint,0,Units,,,1258705.345,,
HUN,Hungary,CPNCU,Current prices in NCU,2001,2001,HUF,Forint,0,Units,,,1479816.164,,
HUN,Hungary,CPNCU,Current prices in NCU,2002,2002,HUF,Forint,0,Units,,,1648483.895,,
HUN,Hungary,CPNCU,Current prices in NCU,2003,2003,HUF,Forint,0,Units,,,1881537.593,,
HUN,Hungary,CPNCU,Current prices in NCU,2004,2004,HUF,Forint,0,Units,,,2104214.026,,
HUN,Hungary,CPNCU,Current prices in NCU,2005,2005,HUF,Forint,0,Units,,,2266794.737,,
HUN,Hungary,CPNCU,Current prices in NCU,2006,2006,HUF,Forint,0,Units,,,2384026.206,,
HUN,Hungary,CPNCU,Current prices in NCU,2007,2007,HUF,Forint,0,Units,,,2502598.276,,
HUN,Hungary,CPNCU,Current prices in NCU,2008,2008,HUF,Forint,0,Units,,,2674938.696,,
HUN,Hungary,CPNCU,Current prices in NCU,2009,2009,HUF,Forint,0,Units,,,2680368.747,,
HUN,Hungary,CPNCU,Current prices in NCU,2010,2010,HUF,Forint,0,Units,,,2812096.837,,
HUN,Hungary,CPNCU,Current prices in NCU,2011,2011,HUF,Forint,0,Units,,,2915503.631,,
HUN,Hungary,CPNCU,Current prices in NCU,2012,2012,HUF,Forint,0,Units,,,2987223.711,,
HUN,Hungary,CPNCU,Current prices in NCU,2013,2013,HUF,Forint,0,Units,,,3048872.356,,
HUN,Hungary,CPNCU,Current prices in NCU,2014,2014,HUF,Forint,0,Units,,,3048051.126,,
HUN,Hungary,CPNCU,Current prices in NCU,2015,2015,HUF,Forint,0,Units,,,2959028.012,,
HUN,Hungary,CPNCU,Current prices in NCU,2016,2016,HUF,Forint,0,Units,,,3090042.365,,
HUN,Hungary,CPNCU,Current prices in NCU,2017,2017,HUF,Forint,0,Units,,,3382209.302,,
HUN,Hungary,CPNCU,Current prices in NCU,2018,2018,HUF,Forint,0,Units,,,3795606.027,,
IRL,Ireland,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,28603.61553,,
IRL,Ireland,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,30751.10403,,
IRL,Ireland,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,32497.66443,,
IRL,Ireland,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,34648.06021,,
IRL,Ireland,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,36360.79442,,
IRL,Ireland,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,38327.83447,,
IRL,Ireland,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,39725.05112,,
IRL,Ireland,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,42126.86476,,
IRL,Ireland,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,44320.01512,,
IRL,Ireland,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,44386.09095,,
IRL,Ireland,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,43918.40802,,
IRL,Ireland,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,44380.25725,,
IRL,Ireland,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,44649.82733,,
IRL,Ireland,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,43965.78317,,
IRL,Ireland,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,44102.79272,,
IRL,Ireland,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,45151.1718,,
IRL,Ireland,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,46082.48441,,
IRL,Ireland,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,46146.4014,,
IRL,Ireland,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,47605.06464,,
ITA,Italy,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,21289.15417,,
ITA,Italy,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,21958.27448,,
ITA,Italy,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,22443.11751,,
ITA,Italy,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,23064.3075,,
ITA,Italy,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,24104.79131,,
ITA,Italy,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,24896.11101,,
ITA,Italy,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,25717.03927,,
ITA,Italy,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,26277.75274,,
ITA,Italy,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,27121.747,,
ITA,Italy,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,27157.9266,,
ITA,Italy,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,27808.57554,,
ITA,Italy,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,28166.18684,,
ITA,Italy,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,28059.23013,,
ITA,Italy,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,28439.32046,,
ITA,Italy,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,28623.09162,,
ITA,Italy,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,28919.18995,,
ITA,Italy,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,29191.69123,,
ITA,Italy,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,29236.59517,,
ITA,Italy,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,29601.3297,,
JPN,Japan,CPNCU,Current prices in NCU,2000,2000,JPY,Yen,0,Units,,,4627844.943,,
JPN,Japan,CPNCU,Current prices in NCU,2001,2001,JPY,Yen,0,Units,,,4521435.235,,
JPN,Japan,CPNCU,Current prices in NCU,2002,2002,JPY,Yen,0,Units,,,4367848.212,,
JPN,Japan,CPNCU,Current prices in NCU,2003,2003,JPY,Yen,0,Units,,,4326496.61,,
JPN,Japan,CPNCU,Current prices in NCU,2004,2004,JPY,Yen,0,Units,,,4335396.056,,
JPN,Japan,CPNCU,Current prices in NCU,2005,2005,JPY,Yen,0,Units,,,4390765.443,,
JPN,Japan,CPNCU,Current prices in NCU,2006,2006,JPY,Yen,0,Units,,,4362810.243,,
JPN,Japan,CPNCU,Current prices in NCU,2007,2007,JPY,Yen,0,Units,,,4339139.574,,
JPN,Japan,CPNCU,Current prices in NCU,2008,2008,JPY,Yen,0,Units,,,4364947.224,,
JPN,Japan,CPNCU,Current prices in NCU,2009,2009,JPY,Yen,0,Units,,,4226762.234,,
JPN,Japan,CPNCU,Current prices in NCU,2010,2010,JPY,Yen,0,Units,,,4240193.323,,
JPN,Japan,CPNCU,Current prices in NCU,2011,2011,JPY,Yen,0,Units,,,4312032.529,,
JPN,Japan,CPNCU,Current prices in NCU,2012,2012,JPY,Yen,0,Units,,,4211955.96,,
